,label(proba_1>=0.100000),proba_0,proba_1
sp|P33897|ABCD1_HUMAN ATP-binding cassette sub-family D member 1 OS=Homo sapiens OX=9606 GN=ABCD1 PE=1 SV=2,1.0,0.6875,0.3125
sp|P33919|RADD_ECOLI Putative DNA repair helicase RadD OS=Escherichia coli (strain K12) OX=83333 GN=radD PE=1 SV=2,1.0,0.1,0.9
sp|P33931|CCMA_ECOLI Cytochrome c biogenesis ATP-binding export protein CcmA OS=Escherichia coli (strain K12) OX=83333 GN=ccmA PE=1 SV=2,1.0,0.9,0.1
sp|P33981|TTK_HUMAN Dual specificity protein kinase TTK OS=Homo sapiens OX=9606 GN=TTK PE=1 SV=2,1.0,0.6875,0.3125
sp|P34021|ECR_DROME Ecdysone receptor OS=Drosophila melanogaster OX=7227 GN=EcR PE=1 SV=1,1.0,0.6875,0.3125
"sp|P34036|DYHC_DICDI Dynein heavy chain, cytoplasmic OS=Dictyostelium discoideum OX=44689 GN=dhcA PE=1 SV=2",1.0,0.125,0.875
sp|P34071|ENTC2_STAAU Enterotoxin type C-2 OS=Staphylococcus aureus OX=1280 GN=entC2 PE=1 SV=1,1.0,0.75,0.25
sp|P34092|MYOB_DICDI Myosin IB heavy chain OS=Dictyostelium discoideum OX=44689 GN=myoB PE=1 SV=2,1.0,0.75,0.25
sp|P34098|MANA_DICDI Lysosomal alpha-mannosidase OS=Dictyostelium discoideum OX=44689 GN=manA PE=1 SV=2,1.0,0.125,0.875
sp|P34099|KAPC_DICDI cAMP-dependent protein kinase catalytic subunit OS=Dictyostelium discoideum OX=44689 GN=pkaC PE=1 SV=2,1.0,0.5,0.5
sp|P34114|PHS2_DICDI Glycogen phosphorylase 2 OS=Dictyostelium discoideum OX=44689 GN=glpD PE=1 SV=2,1.0,0.0,1.0
sp|P34125|DGKA_DICDI Diacylglycerol kinase A OS=Dictyostelium discoideum OX=44689 GN=dgkA PE=1 SV=3,1.0,0.0,1.0
sp|P34208|CHK1_SCHPO Serine/threonine-protein kinase chk1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=chk1 PE=1 SV=2,1.0,0.9,0.1
sp|P34216|EDE1_YEAST EH domain-containing and endocytosis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EDE1 PE=1 SV=2,1.0,0.5,0.5
sp|P34218|SAS3_YEAST Histone acetyltransferase SAS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAS3 PE=1 SV=1,1.0,0.75,0.25
sp|P34221|PP2C3_YEAST Protein phosphatase 2C homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTC3 PE=1 SV=4,1.0,0.38461538461538464,0.6153846153846154
sp|P34230|PXA2_YEAST Peroxisomal long-chain fatty acid import protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PXA2 PE=1 SV=1,1.0,0.0,1.0
sp|P34233|ASH1_YEAST Transcriptional regulatory protein ASH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASH1 PE=1 SV=1,1.0,0.75,0.25
sp|P34244|HSL1_YEAST Probable serine/threonine-protein kinase HSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSL1 PE=1 SV=2,1.0,0.5,0.5
sp|P34283|HENMT_CAEEL Small RNA 2'-O-methyltransferase OS=Caenorhabditis elegans OX=6239 GN=henn-1 PE=1 SV=3,1.0,0.5,0.5
sp|P34314|TLK1_CAEEL Serine/threonine-protein kinase tousled-like 1 OS=Caenorhabditis elegans OX=6239 GN=tlk-1 PE=1 SV=3,1.0,0.125,0.875
sp|P34331|PLK1_CAEEL Serine/threonine-protein kinase plk-1 OS=Caenorhabditis elegans OX=6239 GN=plk-1 PE=1 SV=3,1.0,0.6875,0.3125
sp|P34358|CED7_CAEEL ABC transporter ced-7 OS=Caenorhabditis elegans OX=6239 GN=ced-7 PE=1 SV=6,1.0,0.0,1.0
sp|P34447|ZFP1_CAEEL Zinc finger protein zfp-1 OS=Caenorhabditis elegans OX=6239 GN=zfp-1 PE=1 SV=2,1.0,0.5,0.5
sp|P34461|SODE_CAEEL Extracellular superoxide dismutase [Cu-Zn] OS=Caenorhabditis elegans OX=6239 GN=sod-4 PE=1 SV=2,1.0,0.75,0.25
sp|P34529|DCR1_CAEEL Endoribonuclease dcr-1 OS=Caenorhabditis elegans OX=6239 GN=dcr-1 PE=1 SV=3,1.0,0.6875,0.3125
sp|P34537|BRE1_CAEEL E3 ubiquitin-protein ligase bre-1 OS=Caenorhabditis elegans OX=6239 GN=rfp-1 PE=1 SV=2,1.0,0.6875,0.3125
sp|P34545|CBP1_CAEEL Protein cbp-1 OS=Caenorhabditis elegans OX=6239 GN=cbp-1 PE=1 SV=6,1.0,0.5,0.5
sp|P34576|MUA3_CAEEL Transmembrane cell adhesion receptor mua-3 OS=Caenorhabditis elegans OX=6239 GN=mua-3 PE=1 SV=2,1.0,0.1,0.9
sp|P34607|MUT7_CAEEL Exonuclease mut-7 OS=Caenorhabditis elegans OX=6239 GN=mut-7 PE=1 SV=1,1.0,0.1,0.9
sp|P34652|CALX_CAEEL Calnexin OS=Caenorhabditis elegans OX=6239 GN=cnx-1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P34706|SDC3_CAEEL Zinc finger protein sdc-3 OS=Caenorhabditis elegans OX=6239 GN=sdc-3 PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|P34712|PGP1_CAEEL Multidrug resistance protein pgp-1 OS=Caenorhabditis elegans OX=6239 GN=pgp-1 PE=1 SV=2,1.0,0.75,0.25
sp|P34739|TTF2_DROME Transcription termination factor 2 OS=Drosophila melanogaster OX=7227 GN=lds PE=1 SV=2,1.0,0.75,0.25
sp|P34756|FAB1_YEAST 1-phosphatidylinositol 3-phosphate 5-kinase FAB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAB1 PE=1 SV=3,1.0,0.0,1.0
sp|P34808|KTNA1_CAEEL Meiotic spindle formation protein mei-1 OS=Caenorhabditis elegans OX=6239 GN=mei-1 PE=1 SV=1,1.0,0.75,0.25
sp|P34909|NOT4_YEAST General negative regulator of transcription subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOT2 PE=1 SV=1,1.0,0.125,0.875
sp|P34913|HYES_HUMAN Bifunctional epoxide hydrolase 2 OS=Homo sapiens OX=9606 GN=EPHX2 PE=1 SV=2,1.0,0.75,0.25
sp|P34925|RYK_HUMAN Tyrosine-protein kinase RYK OS=Homo sapiens OX=9606 GN=RYK PE=1 SV=3,1.0,0.75,0.25
sp|P34928|APOC1_MOUSE Apolipoprotein C-I OS=Mus musculus OX=10090 GN=Apoc1 PE=1 SV=1,0.0,1.0,0.0
sp|P34945|SYS_THET2 Serine--tRNA ligase OS=Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27) OX=262724 GN=serS PE=1 SV=2,0.0,1.0,0.0
sp|P34948|MPI_CANAL Mannose-6-phosphate isomerase OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=PMI1 PE=1 SV=2,1.0,0.0,1.0
sp|P35001|NEUM_CHICK Neuromodulin OS=Gallus gallus OX=9031 GN=GAP43 PE=1 SV=2,1.0,0.75,0.25
sp|P35030|TRY3_HUMAN Trypsin-3 OS=Homo sapiens OX=9606 GN=PRSS3 PE=1 SV=2,1.0,0.6875,0.3125
sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2,1.0,0.6875,0.3125
sp|P35081|PROF1_MAIZE Profilin-1 OS=Zea mays OX=4577 GN=PRO1 PE=1 SV=1,1.0,0.75,0.25
sp|P35149|SP4A_BACSU Stage IV sporulation protein A OS=Bacillus subtilis (strain 168) OX=224308 GN=spoIVA PE=1 SV=1,1.0,0.75,0.25
sp|P35182|PP2C1_YEAST Protein phosphatase 2C homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTC1 PE=1 SV=1,1.0,0.75,0.25
sp|P35187|SGS1_YEAST ATP-dependent helicase SGS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SGS1 PE=1 SV=1,1.0,0.125,0.875
"sp|P35191|MDJ1_YEAST DnaJ homolog 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDJ1 PE=1 SV=1",1.0,0.75,0.25
sp|P35192|MAC1_YEAST Metal-binding activator 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAC1 PE=1 SV=2,1.0,0.6875,0.3125
sp|P35197|GCS1_YEAST ADP-ribosylation factor GTPase-activating protein GCS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCS1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P35207|SKI2_YEAST Antiviral helicase SKI2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI2 PE=1 SV=2,1.0,0.125,0.875
sp|P35227|PCGF2_HUMAN Polycomb group RING finger protein 2 OS=Homo sapiens OX=9606 GN=PCGF2 PE=1 SV=1,1.0,0.6875,0.3125
"sp|P35228|NOS2_HUMAN Nitric oxide synthase, inducible OS=Homo sapiens OX=9606 GN=NOS2 PE=1 SV=2",1.0,0.75,0.25
sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,1.0,0.75,0.25
sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,1.0,0.125,0.875
sp|P35288|RAB23_MOUSE Ras-related protein Rab-23 OS=Mus musculus OX=10090 GN=Rab23 PE=1 SV=2,1.0,0.75,0.25
sp|P35290|RAB24_MOUSE Ras-related protein Rab-24 OS=Mus musculus OX=10090 GN=Rab24 PE=1 SV=2,1.0,0.75,0.25
sp|P35292|RAB17_MOUSE Ras-related protein Rab-17 OS=Mus musculus OX=10090 GN=Rab17 PE=1 SV=1,1.0,0.75,0.25
sp|P35329|CD22_MOUSE B-cell receptor CD22 OS=Mus musculus OX=10090 GN=Cd22 PE=1 SV=2,1.0,0.75,0.25
sp|P35340|AHPF_ECOLI Alkyl hydroperoxide reductase subunit F OS=Escherichia coli (strain K12) OX=83333 GN=ahpF PE=1 SV=2,1.0,0.75,0.25
sp|P35354|PGH2_HUMAN Prostaglandin G/H synthase 2 OS=Homo sapiens OX=9606 GN=PTGS2 PE=1 SV=2,1.0,0.125,0.875
sp|P35383|P2RY2_MOUSE P2Y purinoceptor 2 OS=Mus musculus OX=10090 GN=P2ry2 PE=1 SV=1,1.0,0.9,0.1
sp|P35398|RORA_HUMAN Nuclear receptor ROR-alpha OS=Homo sapiens OX=9606 GN=RORA PE=1 SV=2,1.0,0.75,0.25
sp|P35400|GRM7_RAT Metabotropic glutamate receptor 7 OS=Rattus norvegicus OX=10116 GN=Grm7 PE=1 SV=1,1.0,0.75,0.25
sp|P35401|CRAC_DICDI Protein CRAC OS=Dictyostelium discoideum OX=44689 GN=dagA PE=1 SV=4,1.0,0.125,0.875
"sp|P35438|NMDZ1_MOUSE Glutamate receptor ionotropic, NMDA 1 OS=Mus musculus OX=10090 GN=Grin1 PE=1 SV=1",1.0,0.0,1.0
sp|P35442|TSP2_HUMAN Thrombospondin-2 OS=Homo sapiens OX=9606 GN=THBS2 PE=1 SV=2,1.0,0.1,0.9
sp|P35446|SPON1_RAT Spondin-1 OS=Rattus norvegicus OX=10116 GN=Spon1 PE=1 SV=1,1.0,0.6875,0.3125
sp|P35483|PPBH_PSEAE Alkaline phosphatase H OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 GN=phoA PE=1 SV=2,1.0,0.75,0.25
sp|P35556|FBN2_HUMAN Fibrillin-2 OS=Homo sapiens OX=9606 GN=FBN2 PE=1 SV=3,1.0,0.6875,0.3125
sp|P35561|KCNJ2_MOUSE Inward rectifier potassium channel 2 OS=Mus musculus OX=10090 GN=Kcnj2 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
"sp|P35571|GPDM_RAT Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gpd2 PE=1 SV=1",1.0,0.75,0.25
sp|P35575|G6PC1_HUMAN Glucose-6-phosphatase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=G6PC1 PE=1 SV=2,1.0,0.5,0.5
sp|P35590|TIE1_HUMAN Tyrosine-protein kinase receptor Tie-1 OS=Homo sapiens OX=9606 GN=TIE1 PE=1 SV=1,1.0,0.6875,0.3125
sp|P35669|GSHB_SCHPO Glutathione synthetase large chain OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gsa1 PE=1 SV=2,1.0,0.75,0.25
sp|P35688|LRG1_YEAST Rho-GTPase-activating protein LRG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LRG1 PE=1 SV=3,1.0,0.1,0.9
sp|P35728|MPE1_YEAST Protein MPE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MPE1 PE=1 SV=1,1.0,0.5,0.5
sp|P35755|FBPA_HAEIN Iron-utilization periplasmic protein OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=fbpA PE=1 SV=3,1.0,0.75,0.25
sp|P35790|CHKA_HUMAN Choline kinase alpha OS=Homo sapiens OX=9606 GN=CHKA PE=1 SV=3,1.0,0.5,0.5
sp|P35820|PSC_DROME Polycomb group protein Psc OS=Drosophila melanogaster OX=7227 GN=Psc PE=1 SV=2,1.0,0.5,0.5
sp|P35844|KES1_YEAST Oxysterol-binding protein homolog 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KES1 PE=1 SV=1,1.0,0.5,0.5
sp|P35916|VGFR3_HUMAN Vascular endothelial growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FLT4 PE=1 SV=3,1.0,0.5,0.5
sp|P35970|DNLI_ASFB7 DNA ligase OS=African swine fever virus (strain Badajoz 1971 Vero-adapted) OX=10498 GN=LIG PE=1 SV=1,1.0,0.75,0.25
sp|P35999|PMIP_YEAST Mitochondrial intermediate peptidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OCT1 PE=1 SV=2,1.0,0.0,1.0
sp|P36003|NNK1_YEAST Nitrogen network kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NNK1 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P36009|DHR2_YEAST Probable ATP-dependent RNA helicase DHR2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DHR2 PE=1 SV=1,1.0,0.75,0.25
"sp|P36013|MAOM_YEAST NAD-dependent malic enzyme, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAE1 PE=1 SV=1",1.0,0.6875,0.3125
sp|P36016|LHS1_YEAST Heat shock protein 70 homolog LHS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LHS1 PE=1 SV=1,1.0,0.5,0.5
sp|P36018|YPT52_YEAST GTP-binding protein YPT52 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT52 PE=1 SV=1,1.0,0.75,0.25
"sp|P36022|DYHC_YEAST Dynein heavy chain, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DYN1 PE=1 SV=1",1.0,0.125,0.875
sp|P36024|SIS2_YEAST Phosphopantothenoylcysteine decarboxylase subunit SIS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIS2 PE=1 SV=1,1.0,0.0,1.0
sp|P36033|FRE2_YEAST Ferric/cupric reductase transmembrane component 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FRE2 PE=1 SV=1,1.0,0.75,0.25
sp|P36041|EAP1_YEAST Protein EAP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EAP1 PE=1 SV=1,1.0,0.125,0.875
sp|P36048|SN114_YEAST Pre-mRNA-splicing factor SNU114 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU114 PE=1 SV=1,1.0,0.75,0.25
sp|P36057|SRPB_YEAST Signal recognition particle receptor subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP102 PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|P36064|COXM1_YEAST COX assembly mitochondrial protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CMC1 PE=1 SV=2,0.0,1.0,0.0
sp|P36076|CAB3_YEAST Coenzyme A biosynthesis protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAB3 PE=1 SV=1,1.0,0.5,0.5
sp|P36077|SRX1_YEAST Sulfiredoxin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRX1 PE=1 SV=1,1.0,0.75,0.25
sp|P36096|TUL1_YEAST Transmembrane E3 ubiquitin-protein ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUL1 PE=1 SV=1,1.0,0.125,0.875
sp|P36100|T2EA_YEAST Transcription initiation factor IIE subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFA1 PE=1 SV=1,1.0,0.9,0.1
sp|P36102|PAN3_YEAST PAN2-PAN3 deadenylation complex subunit PAN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAN3 PE=1 SV=1,1.0,0.125,0.875
sp|P36113|HEL1_YEAST E3 ubiquitin-protein ligase HEL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEL1 PE=1 SV=1,1.0,0.1,0.9
sp|P36124|SET3_YEAST SET domain-containing protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SET3 PE=1 SV=1,1.0,0.6875,0.3125
sp|P36132|KAE1_YEAST tRNA N6-adenosine threonylcarbamoyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAE1 PE=1 SV=2,1.0,0.35714285714285715,0.6428571428571429
sp|P36143|GLG1_YEAST Glycogenin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLG1 PE=1 SV=4,1.0,0.5,0.5
sp|P36152|DRE2_YEAST Fe-S cluster assembly protein DRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRE2 PE=1 SV=1,1.0,0.5,0.5
sp|P36159|RNZ_YEAST Ribonuclease Z OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRZ1 PE=1 SV=1,1.0,0.125,0.875
sp|P36163|OMA1_YEAST Mitochondrial metalloendopeptidase OMA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OMA1 PE=1 SV=2,1.0,0.5,0.5
sp|P36202|PDLI4_RAT PDZ and LIM domain protein 4 OS=Rattus norvegicus OX=10116 GN=Pdlim4 PE=1 SV=2,1.0,0.1,0.9
sp|P36204|PGKT_THEMA Bifunctional PGK/TIM OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 GN=pgk/tpi PE=1 SV=4,1.0,0.75,0.25
sp|P36371|TAP2_MOUSE Antigen peptide transporter 2 OS=Mus musculus OX=10090 GN=Tap2 PE=1 SV=1,1.0,0.9,0.1
sp|P36406|TRI23_HUMAN E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens OX=9606 GN=TRIM23 PE=1 SV=1,1.0,0.1,0.9
sp|P36428|SYA_ARATH Alanine--tRNA ligase OS=Arabidopsis thaliana OX=3702 GN=ALATS PE=1 SV=3,1.0,0.38461538461538464,0.6153846153846154
sp|P36536|SAR1A_MOUSE GTP-binding protein SAR1a OS=Mus musculus OX=10090 GN=Sar1a PE=1 SV=1,1.0,0.9,0.1
sp|P36548|AMIA_ECOLI N-acetylmuramoyl-L-alanine amidase AmiA OS=Escherichia coli (strain K12) OX=83333 GN=amiA PE=1 SV=1,1.0,0.75,0.25
sp|P36581|CALX_SCHPO Calnexin homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cal1 PE=1 SV=1,1.0,0.75,0.25
sp|P36583|PCK2_SCHPO Protein kinase C-like 2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pck2 PE=1 SV=2,1.0,0.6875,0.3125
sp|P36600|KAPR_SCHPO cAMP-dependent protein kinase regulatory subunit OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=cgs1 PE=1 SV=2,1.0,0.75,0.25
sp|P36607|RAD5_SCHPO DNA repair protein rad8 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rad8 PE=1 SV=1,1.0,0.0,1.0
sp|P36683|ACNB_ECOLI Aconitate hydratase B OS=Escherichia coli (strain K12) OX=83333 GN=acnB PE=1 SV=3,1.0,0.75,0.25
"sp|P36775|LONM_YEAST Lon protease homolog, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIM1 PE=1 SV=2",1.0,0.5,0.5
sp|P36894|BMR1A_HUMAN Bone morphogenetic protein receptor type-1A OS=Homo sapiens OX=9606 GN=BMPR1A PE=1 SV=2,1.0,0.0,1.0
sp|P36979|RLMN_ECOLI Dual-specificity RNA methyltransferase RlmN OS=Escherichia coli (strain K12) OX=83333 GN=rlmN PE=1 SV=1,1.0,0.6875,0.3125
"sp|P37107|SR54C_ARATH Signal recognition particle 54 kDa protein, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FFC PE=1 SV=1",1.0,0.75,0.25
sp|P37128|NUDK_ECOLI GDP-mannose pyrophosphatase OS=Escherichia coli (strain K12) OX=83333 GN=nudK PE=1 SV=2,1.0,0.75,0.25
sp|P37173|TGFR2_HUMAN TGF-beta receptor type-2 OS=Homo sapiens OX=9606 GN=TGFBR2 PE=1 SV=2,1.0,0.0,1.0
sp|P37177|PT1P_ECOLI Phosphoenolpyruvate-dependent phosphotransferase system OS=Escherichia coli (strain K12) OX=83333 GN=ptsP PE=1 SV=2,1.0,0.9,0.1
sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1,1.0,0.75,0.25
sp|P37275|ZEB1_HUMAN Zinc finger E-box-binding homeobox 1 OS=Homo sapiens OX=9606 GN=ZEB1 PE=1 SV=2,1.0,0.6875,0.3125
sp|P37297|STT4_YEAST Phosphatidylinositol 4-kinase STT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STT4 PE=1 SV=1,1.0,0.125,0.875
"sp|P37298|DHSD_YEAST Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH4 PE=1 SV=1",1.0,0.75,0.25
sp|P37339|LHGD_ECOLI L-2-hydroxyglutarate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=lhgD PE=1 SV=3,0.0,1.0,0.0
sp|P37359|MT3_BOVIN Metallothionein-3 OS=Bos taurus OX=9913 GN=MT3 PE=1 SV=2,1.0,0.6875,0.3125
sp|P37484|GDPP_BACSU Cyclic-di-AMP phosphodiesterase GdpP OS=Bacillus subtilis (strain 168) OX=224308 GN=gdpP PE=1 SV=1,1.0,0.75,0.25
sp|P37529|DCK_BACSU Deoxyadenosine/deoxycytidine kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=dck PE=1 SV=1,1.0,0.75,0.25
sp|P37530|DGK_BACSU Deoxyguanosine kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=dgk PE=1 SV=1,1.0,0.75,0.25
sp|P37534|GIN_BACSU Anti-sigma-G factor Gin OS=Bacillus subtilis (strain 168) OX=224308 GN=csfB PE=1 SV=1,0.0,1.0,0.0
sp|P37547|RNM5_BACSU Ribonuclease M5 OS=Bacillus subtilis (strain 168) OX=224308 GN=rnmV PE=1 SV=1,1.0,0.9,0.1
sp|P37610|TAUD_ECOLI Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) OX=83333 GN=tauD PE=1 SV=3,1.0,0.75,0.25
sp|P37613|PANZ_ECOLI PanD regulatory factor OS=Escherichia coli (strain K12) OX=83333 GN=panZ PE=1 SV=1,0.0,1.0,0.0
sp|P37617|ZNTA_ECOLI Zinc/cadmium/lead-transporting P-type ATPase OS=Escherichia coli (strain K12) OX=83333 GN=zntA PE=1 SV=1,1.0,0.9,0.1
sp|P37624|RBBA_ECOLI Ribosome-associated ATPase OS=Escherichia coli (strain K12) OX=83333 GN=rbbA PE=1 SV=3,1.0,0.75,0.25
sp|P37653|BCSA_ECOLI Cellulose synthase catalytic subunit [UDP-forming] OS=Escherichia coli (strain K12) OX=83333 GN=bcsA PE=1 SV=3,1.0,0.75,0.25
"sp|P37672|DLGD_ECOLI 2,3-diketo-L-gulonate reductase OS=Escherichia coli (strain K12) OX=83333 GN=dlgD PE=1 SV=2",1.0,0.6875,0.3125
sp|P37744|RMLA1_ECOLI Glucose-1-phosphate thymidylyltransferase 1 OS=Escherichia coli (strain K12) OX=83333 GN=rfbA PE=1 SV=2,1.0,0.75,0.25
"sp|P37773|MPL_ECOLI UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase OS=Escherichia coli (strain K12) OX=83333 GN=mpl PE=1 SV=3",1.0,0.75,0.25
sp|P37794|CHBG_ECOLI Chitooligosaccharide deacetylase ChbG OS=Escherichia coli (strain K12) OX=83333 GN=chbG PE=1 SV=2,0.0,1.0,0.0
sp|P37889|FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2,1.0,0.1,0.9
sp|P37902|GLTI_ECOLI Glutamate/aspartate import solute-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=gltI PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|P37956|SPL_BACSU Spore photoproduct lyase OS=Bacillus subtilis (strain 168) OX=224308 GN=splB PE=1 SV=1,1.0,0.75,0.25
sp|P38036|CAS3_ECOLI CRISPR-associated endonuclease/helicase Cas3 OS=Escherichia coli (strain K12) OX=83333 GN=ygcB PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|P38051|MENF_ECOLI Isochorismate synthase MenF OS=Escherichia coli (strain K12) OX=83333 GN=menF PE=1 SV=4,1.0,0.9,0.1
sp|P38068|GLRX7_YEAST Monothiol glutaredoxin-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX7 PE=1 SV=1,1.0,0.75,0.25
sp|P38070|YPK3_YEAST Serine/threonine-protein kinase YPK3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPK3 PE=1 SV=1,1.0,0.75,0.25
